,lat,lon,val,date
0,49.7,-10.7,5.575214,95
1,49.7,-10.6,5.5496144,95
2,49.7,-10.5,5.5509944,95
3,49.7,-10.399999999999999,5.57007,95
4,49.7,-10.299999999999999,5.595925,95
5,49.7,-10.2,5.588389,95
6,49.7,-10.1,5.5678134,95
7,49.7,-10.0,5.541083,95
8,49.7,-9.899999999999999,5.489987,95
9,49.7,-9.799999999999999,5.451634,95
10,49.7,-9.7,5.3995686,95
11,49.7,-9.6,5.3487926,95
12,49.7,-9.5,5.3325934,95
13,49.7,-9.399999999999999,5.3584456,95
14,49.7,-9.299999999999999,5.3911853,95
15,49.7,-9.2,5.4338384,95
16,49.7,-9.1,5.489563,95
17,49.7,-9.0,5.5612082,95
18,49.7,-8.899999999999999,5.6313415,95
19,49.7,-8.8,5.7005324,95
20,49.7,-8.7,5.694971,95
21,49.7,-8.599999999999998,5.6801453,95
22,49.7,-8.5,5.66971,95
23,49.7,-8.399999999999999,5.719971,95
24,49.7,-8.3,5.748608,95
25,49.7,-8.2,5.798668,95
26,49.7,-8.099999999999998,5.8096766,95
27,49.7,-8.0,5.8421044,95
28,49.7,-7.899999999999999,5.8340416,95
29,49.7,-7.800000000000001,5.8375607,95
30,49.7,-7.699999999999999,5.8469615,95
31,49.7,-7.599999999999998,5.8539405,95
32,49.7,-7.5,5.8684483,95
33,49.7,-7.399999999999999,5.878994,95
34,49.7,-7.300000000000001,5.889974,95
35,49.7,-7.199999999999999,5.9188085,95
36,49.7,-7.099999999999998,5.9069233,95
37,49.7,-7.0,5.8751035,95
38,49.7,-6.899999999999999,5.8209662,95
39,49.7,-6.800000000000001,5.758482,95
40,49.7,-6.699999999999999,5.734158,95
41,49.7,-6.599999999999998,5.692526,95
42,49.7,-6.5,5.633818,95
43,49.7,-6.399999999999999,5.5842824,95
44,49.7,-6.300000000000001,5.525906,95
45,49.7,-6.199999999999999,5.480078,95
46,49.7,-6.099999999999998,5.4218574,95
47,49.7,-6.0,5.3659096,95
48,49.7,-5.899999999999999,5.3290153,95
49,49.7,-5.799999999999997,5.352506,95
50,49.7,-5.699999999999999,5.4289155,95
51,49.7,-5.599999999999998,5.433682,95
52,49.7,-5.5,5.4193,95
53,49.7,-5.399999999999999,5.4083,95
54,49.7,-5.299999999999997,5.3864903,95
55,49.7,-5.199999999999999,5.396092,95
56,49.7,-5.099999999999998,5.3826165,95
57,49.7,-5.0,5.3652234,95
58,49.7,-4.899999999999999,5.363375,95
59,49.7,-4.799999999999997,5.4149632,95
60,49.7,-4.699999999999999,5.6576996,95
61,49.7,-4.599999999999998,5.675705,95
62,49.7,-4.5,5.7465076,95
63,49.7,-4.399999999999999,5.782997,95
64,49.7,-4.299999999999997,5.8052993,95
65,49.7,-4.199999999999999,5.8922887,95
66,49.7,-4.099999999999998,5.9545116,95
67,49.7,-4.0,6.079317,95
68,49.7,-3.8999999999999986,6.2245193,95
69,49.7,-3.799999999999997,6.3598537,95
70,49.7,-3.6999999999999993,6.544184,95
71,49.7,-3.599999999999998,6.5909467,95
72,49.7,-3.5,6.603762,95
73,49.7,-3.3999999999999986,6.6466966,95
74,49.7,-3.299999999999997,6.587586,95
75,49.7,-3.1999999999999993,6.351258,95
76,49.7,-3.099999999999998,6.2428303,95
77,49.7,-3.0,6.165932,95
78,49.7,-2.8999999999999986,6.0675054,95
79,49.7,-2.799999999999997,6.047991,95
80,49.7,-2.6999999999999993,6.034408,95
81,49.7,-2.599999999999998,6.045986,95
82,49.7,-2.5,6.060369,95
83,49.7,-2.3999999999999986,6.113386,95
84,49.7,-2.299999999999997,6.1368847,95
85,49.7,-2.1999999999999993,6.232574,95
86,49.7,-2.099999999999998,6.4301853,95
87,49.7,-2.0,6.876545,95
88,49.7,-1.8999999999999986,7.2911153,95
89,49.7,-1.7999999999999972,7.6146584,95
90,49.7,-1.6999999999999993,8.163666,95
91,49.7,-1.5999999999999979,8.54002,95
92,49.7,-1.5,8.789838,95
93,49.7,-1.3999999999999986,9.169984,95
94,49.7,-1.2999999999999972,9.329482,95
95,49.7,-1.1999999999999993,9.387298,95
96,49.7,-1.0999999999999979,9.38115,95
97,49.7,-1.0,9.543108,95
98,49.7,-0.8999999999999986,9.649184,95
99,49.7,-0.7999999999999972,9.706951,95
100,49.7,-0.6999999999999993,9.775214,95
101,49.7,-0.5999999999999979,9.748886,95
102,49.7,-0.5,9.726698,95
103,49.7,-0.3999999999999986,9.835958,95
104,49.7,-0.29999999999999716,9.775155,95
105,49.7,-0.1999999999999993,9.815567,95
106,49.7,-0.09999999999999787,9.899489,95
107,49.7,0.0,9.930004,95
108,49.7,0.10000000000000142,9.765581,95
109,49.7,0.20000000000000284,9.691948,95
110,49.7,0.3000000000000007,9.513565,95
111,49.7,0.40000000000000213,9.54852,95
112,49.7,0.5,9.679922,95
113,49.7,0.6000000000000014,9.838342,95
114,49.7,0.7000000000000028,10.025801,95
115,49.7,0.8000000000000007,10.099179,95
116,49.7,0.9000000000000021,10.210509,95
117,49.7,1.0,10.174607,95
118,49.7,1.1000000000000014,10.272607,95
119,49.7,1.2000000000000028,10.002009,95
120,49.7,1.3000000000000007,9.929757,95
121,49.7,1.4000000000000021,9.987192,95
122,49.7,1.5,9.973866,95
123,49.7,1.6000000000000014,9.825671,95
124,49.7,1.7000000000000028,9.738791,95
125,49.7,1.8000000000000007,9.819276,95
126,49.8,-10.7,5.509087,95
127,49.8,-10.6,5.4849715,95
128,49.8,-10.5,5.511265,95
129,49.8,-10.399999999999999,5.5358524,95
130,49.8,-10.299999999999999,5.543258,95
131,49.8,-10.2,5.533718,95
132,49.8,-10.1,5.526341,95
133,49.8,-10.0,5.498089,95
134,49.8,-9.899999999999999,5.4244695,95
135,49.8,-9.799999999999999,5.384386,95
136,49.8,-9.7,5.3337045,95
137,49.8,-9.6,5.3042493,95
138,49.8,-9.5,5.3063726,95
139,49.8,-9.399999999999999,5.318361,95
140,49.8,-9.299999999999999,5.363144,95
141,49.8,-9.2,5.411339,95
142,49.8,-9.1,5.4598484,95
143,49.8,-9.0,5.519842,95
144,49.8,-8.899999999999999,5.5739903,95
145,49.8,-8.8,5.6229324,95
146,49.8,-8.7,5.618691,95
147,49.8,-8.599999999999998,5.619009,95
148,49.8,-8.5,5.6240487,95
149,49.8,-8.399999999999999,5.6494064,95
150,49.8,-8.3,5.6719413,95
151,49.8,-8.2,5.7148595,95
152,49.8,-8.099999999999998,5.737846,95
153,49.8,-8.0,5.7551804,95
154,49.8,-7.899999999999999,5.764321,95
155,49.8,-7.800000000000001,5.7814717,95
156,49.8,-7.699999999999999,5.818339,95
157,49.8,-7.599999999999998,5.831934,95
158,49.8,-7.5,5.822311,95
159,49.8,-7.399999999999999,5.8077416,95
160,49.8,-7.300000000000001,5.8074346,95
161,49.8,-7.199999999999999,5.8283973,95
162,49.8,-7.099999999999998,5.8169403,95
163,49.8,-7.0,5.761289,95
164,49.8,-6.899999999999999,5.7042522,95
165,49.8,-6.800000000000001,5.6548557,95
166,49.8,-6.699999999999999,5.6446967,95
167,49.8,-6.599999999999998,5.630301,95
168,49.8,-6.5,5.588699,95
169,49.8,-6.399999999999999,5.529062,95
170,49.8,-6.300000000000001,5.4675403,95
171,49.8,-6.199999999999999,5.4291883,95
172,49.8,-6.099999999999998,5.3586555,95
173,49.8,-6.0,5.327788,95
174,49.8,-5.899999999999999,5.320475,95
175,49.8,-5.799999999999997,5.34836,95
176,49.8,-5.699999999999999,5.3838105,95
177,49.8,-5.599999999999998,5.3719087,95
178,49.8,-5.5,5.369854,95
179,49.8,-5.399999999999999,5.386818,95
180,49.8,-5.299999999999997,5.37849,95
181,49.8,-5.199999999999999,5.4206777,95
182,49.8,-5.099999999999998,5.439998,95
183,49.8,-5.0,5.435503,95
184,49.8,-4.899999999999999,5.433405,95
185,49.8,-4.799999999999997,5.5960517,95
186,49.8,-4.699999999999999,5.693689,95
187,49.8,-4.599999999999998,5.694807,95
188,49.8,-4.5,5.739376,95
189,49.8,-4.399999999999999,5.7837443,95
190,49.8,-4.299999999999997,5.819632,95
191,49.8,-4.199999999999999,5.9057813,95
192,49.8,-4.099999999999998,5.9642158,95
193,49.8,-4.0,6.0477357,95
194,49.8,-3.8999999999999986,6.1238976,95
195,49.8,-3.799999999999997,6.242581,95
196,49.8,-3.6999999999999993,6.4251504,95
197,49.8,-3.599999999999998,6.4901447,95
198,49.8,-3.5,6.554371,95
199,49.8,-3.3999999999999986,6.5707717,95
